i,j,x
2419,15,1
2419,64,1
2420,21,1
2421,19,1
2422,15,1
2424,19,1
2424,38,1
2425,20,1
2425,33,2
2426,20,1
2427,1,2
2427,2,1
2427,18,1
2427,19,1
2427,20,1
2428,27,1
2429,12,1
2429,42,1
2430,4,1
2430,20,1
2432,20,1
2432,51,1
2433,20,1
2433,23,1
2434,20,1
2434,52,1
2435,20,1
2436,1,1
2436,19,1
2436,20,1
2436,23,1
2436,52,1
2437,6,1
2438,19,1
2438,20,2
2438,26,1
2439,12,1
2439,14,1
2441,51,1
2442,19,1
2443,16,1
2443,20,1
2444,20,1
2444,23,1
2444,43,1
2446,20,2
2447,1,1
2447,18,1
2447,52,1
2448,22,1
2448,32,1
2450,24,1
2450,64,1
2451,1,1
2451,7,1
2451,18,1
2451,62,1
2452,1,1
2452,8,1
2453,22,1
2453,23,1
2453,32,1
2453,59,1
2454,19,1
2455,1,1
2455,18,1
2455,19,1
2455,53,1
2456,32,1
2457,1,1
2457,20,1
2457,60,1
2458,49,1
2459,1,1
2459,7,1
2459,18,1
2459,62,1
2460,12,1
2460,16,1
2461,6,1
2461,10,1
2462,20,2
2464,20,1
2464,25,1
2465,19,1
2465,37,1
2466,22,1
2466,32,1
2467,24,2
2468,14,1
2469,9,1
2469,21,3
2470,16,1
2471,6,1
2471,19,1
2472,6,1
2473,17,1
2473,43,1
2474,7,1
2474,8,1
2474,20,1
2475,1,1
2475,18,1
2475,19,1
2475,20,1
2476,19,1
2476,32,1
2477,20,1
2477,26,1
2477,60,1
2478,26,1
2480,15,1
2480,39,1
2481,17,1
2481,20,1
2481,23,1
2482,9,1
2482,19,1
2482,20,1
2482,23,1
2483,6,1
2483,20,1
2483,24,1
2484,15,1
2485,20,1
2486,17,1
2486,19,1
2487,43,1
2487,57,1
2488,6,1
2488,10,1
2491,21,1
2491,33,1
2492,23,2
2493,39,1
2494,1,2
2494,18,1
2494,20,1
2495,20,1
2496,15,1
2497,22,1
2497,32,1
2498,19,1
2498,26,1
2499,20,1
2500,20,1
2500,23,1
2500,46,1
2500,63,1
2502,6,1
2502,10,1
2503,20,1
2505,19,1
2505,20,1
2505,64,1
2506,1,1
2508,19,1
2508,24,1
2509,51,1
2510,7,1
2510,8,1
2510,20,4
2511,22,1
2511,43,1
2512,1,1
2512,17,1
2512,19,1
2512,22,1
2513,20,1
2514,19,1
2514,23,2
2514,39,1
2515,23,1
2515,26,1
2515,57,1
2516,17,1
2517,1,1
2518,15,1
2521,19,1
2521,20,1
2522,20,2
2522,64,1
2523,10,1
2526,20,1
2527,20,1
2528,19,1
2529,20,1
2531,1,1
2532,21,3
2533,7,1
2534,6,1
2534,10,1
2536,7,1
2536,8,1
2536,20,3
2536,62,1
2537,12,1
2537,14,1
2538,6,1
2538,10,1
2539,43,1
2539,57,1
2540,20,1
2540,23,1
2541,15,1
2541,20,1
2541,32,1
2542,16,1
2543,33,1
2544,17,1
2544,19,1
2544,20,1
2545,1,1
2545,20,1
2545,22,1
2545,26,1
2546,7,1
2546,8,1
2546,20,2
2546,62,1
2547,8,1
2547,9,1
2548,17,1
2549,8,1
2550,26,1
2551,7,1
2551,9,1
2551,20,1
2552,1,1
2552,19,1
2552,45,1
2552,52,1
2553,26,1
2554,20,1
2554,26,1
2554,60,1
2555,43,1
2556,19,1
2556,20,2
2560,20,2
2560,23,1
2561,7,1
2561,9,1
2562,17,1
2562,19,1
2564,19,1
2564,20,1
2564,41,1
2565,20,1
2566,24,1
2567,13,1
2567,14,1
2567,23,1
2568,20,2
2570,1,1
2571,1,1
2571,2,1
2571,20,1
2573,1,1
2573,24,1
2573,64,1
2574,28,1
2575,19,2
2575,20,1
2576,1,1
2576,21,1
2577,6,1
2577,10,1
2578,7,1
2578,8,1
2578,20,4
2578,62,1
2579,6,1
2579,10,1
2581,33,1
2582,6,1
2582,33,1
2583,14,1
2584,7,1
2586,8,1
2589,17,1
2589,19,1
2589,20,1
2589,39,1
2589,64,1
2590,1,1
2590,9,1
2590,12,1
2590,16,1
2590,19,1
2590,23,1
2590,51,1
2591,21,1
2591,24,1
2591,64,1
2592,1,1
2592,18,1
2592,20,1
2592,43,1
2593,7,1
2594,1,1
2594,18,1
2594,19,1
2594,22,1
2594,24,1
2595,20,1
2596,23,1
2598,1,2
2598,18,1
2598,19,2
2598,20,1
2599,19,1
2599,38,1
2600,1,1
2600,19,1
2601,12,1
2601,20,1
2601,21,1
2601,23,1
2601,46,1
2601,63,1
2602,9,1
2602,11,1
2602,57,1
2603,20,1
2604,23,1
2604,51,1
2605,17,1
2605,19,1
2607,1,1
2608,9,1
2608,19,1
2608,20,1
2609,4,1
2609,19,1
2609,20,1
2610,6,1
2610,7,1
2610,26,1
2610,62,1
2612,1,1
2612,23,1
2612,31,1
2612,51,1
2615,21,1
2615,33,1
2616,19,1
2617,9,1
2617,19,1
2617,26,1
2618,22,1
2618,24,1
2618,26,1
2618,64,1
2619,16,1
2620,21,1
2620,33,1
2620,46,1
2620,63,1
2621,15,1
2621,20,2
2621,32,1
2622,33,1
2622,46,1
2622,63,1
2623,6,1
2623,10,1
2624,20,1
2626,19,1
2627,12,1
2627,14,1
2627,23,1
2628,19,1
2628,24,1
2628,39,1
2629,64,1
2630,8,1
2632,26,1
2633,1,1
2633,18,1
2634,33,1
2635,1,1
2635,16,1
2635,18,1
2635,20,1
2635,43,1
2637,23,1
2638,19,1
2639,21,1
2642,6,1
2642,10,1
2643,9,1
2644,7,1
2644,8,1
2644,20,2
2644,62,1
2646,6,1
2646,10,1
2649,17,1
2649,19,1
2649,23,1
2651,16,1
2653,6,1
2654,1,1
2654,23,2
2655,1,1
2655,19,1
2655,26,1
2656,1,1
2656,7,1
2656,20,1
2657,22,1
2657,32,1
2658,19,1
2658,23,1
2658,52,1
2659,2,1
2660,18,1
2660,20,1
2661,19,1
2661,20,1
2661,23,1
2662,1,1
2662,2,1
2663,20,1
2663,64,1
2664,24,1
2665,20,1
2666,20,2
2666,41,1
2667,22,1
2667,32,1
2670,11,1
2670,46,1
2670,63,1
2672,26,1
2673,17,1
2675,19,2
2675,20,1
2676,1,1
2676,18,1
2676,19,1
2676,24,1
2677,8,1
2677,23,1
2677,29,1
2677,35,1
2678,16,1
2678,20,1
2679,6,1
2679,10,1
2680,33,1
2681,20,1
2682,19,1
2682,20,1
2682,23,1
2682,26,1
2683,7,1
2683,20,1
2684,19,1
2684,20,1
2684,52,1
2685,20,2
2686,20,1
2687,1,1
2687,21,1
2689,1,1
2690,1,1
2690,9,1
2690,12,1
2690,14,1
2690,51,1
2690,64,1
2692,43,1
2692,57,1
2693,7,1
2694,57,2
2695,20,1
2695,61,1
2696,19,1
2697,6,1
2697,10,1
2698,20,1
2698,23,1
2699,1,1
2699,18,1
2699,20,1
2700,20,2
2700,26,1
2700,53,1
2701,20,1
2702,17,1
2702,19,1
2702,37,1
2703,20,1
2704,12,1
2704,14,1
2705,1,1
2705,19,2
2705,20,1
2705,52,1
2705,64,1
2707,19,1
2708,6,1
2708,15,1
2708,20,1
2708,64,1
2709,8,1
2710,6,1
2710,12,1
2712,38,1
2713,12,1
2713,23,1
2713,26,1
2713,41,1
2713,42,1
2714,20,1
2714,23,1
2715,22,1
2715,32,1
2716,12,1
2716,14,1
2717,2,1
2717,20,1
2718,8,1
2719,6,1
2720,20,1
2721,20,1
2721,23,1
2722,1,1
2723,20,1
2723,23,1
2723,60,1
2724,20,1
2724,26,1
2724,40,1
2724,60,1
2725,19,1
2725,24,1
2726,19,1
2726,24,1
2727,20,1
2727,51,1
2727,64,1
2728,1,1
2728,26,1
2729,20,1
2730,22,1
2731,19,1
2731,20,1
2731,22,1
2731,23,1
2732,6,1
2732,10,1
2733,8,1
2733,27,1
2733,35,1
2735,6,1
2735,10,1
2736,1,1
2736,7,1
2736,20,1
2736,23,1
2738,16,1
2739,20,1
2739,23,1
2739,40,1
2740,23,1
2741,2,1
2741,20,1
2742,20,1
2743,20,1
2743,23,1
2744,33,1
2744,39,1
2745,14,1
2745,17,1
2745,21,2
2745,64,1
2746,20,2
2747,20,1
2748,22,1
2748,24,1
2748,64,1
2749,19,1
2750,15,1
2750,32,1
2751,1,1
2751,9,1
2753,1,1
2753,18,1
2753,20,1
2753,39,1
2754,23,2
2755,17,1
2755,18,1
2755,26,1
2755,28,1
2755,39,1
2757,19,1
2757,24,1
2758,6,1
2758,20,1
2758,31,1
2759,1,1
2759,18,1
2759,20,1
2759,39,1
2759,52,1
2760,60,1
2761,19,1
2763,17,1
2763,20,1
2764,19,1
2765,10,1
2766,19,1
2766,24,1
2767,18,1
2767,20,1
2768,1,1
2768,18,1
2768,19,1
2768,20,1
2768,52,1
2768,53,1
2770,1,1
2770,20,1
2771,19,1
2772,1,1
2772,18,1
2772,33,1
2773,16,1
2774,7,1
2774,8,1
2774,20,3
2774,62,1
2775,19,1
2775,20,1
2776,7,1
2776,8,1
2776,20,4
2776,62,1
2777,1,1
2777,2,1
2777,20,1
2778,20,1
2778,35,1
2779,26,1
2779,27,1
2780,6,1
2780,10,1
2781,23,1
2782,20,1
2782,57,1
2783,1,1
2783,20,2
2783,26,1
2783,60,1
2784,20,1
2784,49,1
2785,8,1
2785,9,1
2785,20,1
2786,12,1
2786,14,1
2786,20,1
2787,1,1
2787,18,1
2787,19,1
2787,20,1
2787,22,1
2787,51,1
2788,1,2
2788,18,1
2788,19,2
2788,20,1
2789,26,1
2790,20,1
2790,23,1
2791,1,1
2791,9,1
2791,40,1
2793,2,1
2794,20,1
2794,51,1
2794,64,1
2795,18,1
2795,19,1
2795,24,1
2796,1,1
2796,7,1
2796,18,1
2796,62,1
2797,18,1
2797,20,1
2798,52,1
2799,2,1
2800,22,1
2801,60,1
2803,20,1
2803,21,1
2804,19,1
2805,19,2
2805,20,2
2806,47,1
2806,57,1
2807,7,1
2807,20,1
2808,18,1
2809,41,1
2809,64,1
2810,20,1
2810,22,1
2811,20,1
2811,49,1
2812,33,2
2813,17,1
2814,8,1
2814,11,1
2814,31,1
2815,19,1
2815,31,1
2816,1,2
2816,7,1
2816,21,1
2817,6,1
2818,20,1
2820,23,1
2820,33,1
2821,24,1
2822,1,1
2822,18,1
2822,20,2
2822,38,1
2823,1,2
2823,19,1
2823,41,1
2823,43,1
2823,64,1
2824,26,1
2824,59,1
2825,20,1
2825,59,1
2826,20,1
2826,64,1
2827,7,1
2829,1,1
2829,18,1
2829,38,1
2829,48,1
2830,1,1
2830,17,1
2831,9,1
2831,14,1
2831,20,1
2831,40,1
2832,6,1
2832,15,1
2832,20,1
2832,64,1
2833,6,1
2833,13,1
2833,14,1
2833,23,1
2835,15,1
2836,2,1
2837,1,1
2837,23,1
2839,6,1
2839,10,1
2840,19,1
2840,27,1
2842,19,1
2842,52,1
2844,1,1
2844,20,2
2845,1,1
2845,19,1
2845,20,1
2845,39,1
2845,45,1
2845,52,1
2846,23,1
2847,51,1
2847,64,1
2848,6,1
2848,10,1
2849,1,2
2849,18,1
2849,39,1
2849,52,1
2850,24,1
2850,64,1
2852,18,1
2852,19,1
2852,20,1
2853,19,1
2853,32,1
2854,15,1
2854,20,1
2854,57,1
2855,12,1
2856,16,1
2856,20,1
2856,26,1
2856,61,1
2857,17,1
2857,39,1
2857,64,1
2858,19,1
2859,34,1
2860,26,1
2860,34,1
2860,57,1
2861,39,2
2864,2,1
2866,20,1
2866,24,1
2867,12,1
2867,14,1
2868,20,1
2869,1,1
2869,19,1
2871,12,1
2871,14,1
2871,51,1
2871,61,1
2872,46,1
2872,53,1
2872,54,1
2872,55,1
2872,63,1
2873,1,1
2873,18,1
2873,20,2
2877,1,1
2877,20,1
2878,7,1
2878,8,1
2878,62,1
2879,6,1
2879,8,1
2880,33,1
2882,17,1
2882,19,4
2882,20,1
2882,23,1
2883,15,1
2883,19,1
2883,24,1
2883,32,1
2884,6,1
2884,10,1
2887,16,1
2888,33,1
2889,20,1
2889,43,1
2890,1,1
2891,24,1
2891,64,1
2892,17,1
2892,20,1
2893,20,1
2893,23,1
2894,20,1
2895,8,1
2895,20,1
2896,6,1
2896,10,1
2897,20,1
2899,20,1
2899,52,1
2900,33,1
2901,19,1
2902,8,1
2903,19,2
2903,20,1
2903,24,1
2904,1,1
2904,18,1
2904,20,2
2905,1,1
2905,20,1
2905,23,1
2905,33,1
2905,49,1
2906,20,1
2907,23,1
2909,1,1
2910,2,1
2910,12,1
2910,14,1
2910,20,1
2910,51,1
2910,61,1
2912,1,1
2912,4,2
2913,1,1
2914,39,1
2914,43,1
2915,6,1
2915,19,1
2916,1,1
2917,22,1
2918,20,1
2919,35,1
2920,20,3
2922,20,2
2922,26,2
2923,19,1
2923,39,1
2923,43,1
2925,19,1
2925,20,2
2927,19,1
2927,20,1
2928,17,1
2930,17,1
2931,1,1
2931,19,1
2931,20,1
2931,23,2
2933,32,1
2936,6,1
2936,22,1
2938,6,1
2938,10,1
2939,20,1
2939,40,1
2939,51,1
2940,26,1
2941,27,1
2942,17,1
2942,39,1
2943,19,1
2944,43,1
2945,33,1
2945,45,1
2946,16,1
2947,20,1
2947,24,1
2947,26,1
2948,20,1
2949,20,1
2949,43,1
2949,57,1
2950,29,1
2951,7,1
2951,45,1
2952,16,1
2952,21,2
2952,23,1
2953,6,1
2953,10,1
2954,6,1
2954,17,1
2954,43,1
2955,6,1
2955,10,1
2956,51,1
2959,20,1
2960,6,1
2960,10,1
2961,1,1
2961,18,1
2961,19,1
2961,20,1
2961,24,1
2962,1,1
2962,20,1
2964,20,1
2964,52,1
2965,20,1
2965,46,1
2965,63,1
2966,6,1
2966,26,1
2968,20,2
2969,19,1
2969,20,1
2970,19,1
2970,24,1
2970,26,1
2971,17,1
2973,1,1
2973,16,1
2974,19,2
2975,43,1
2976,20,1
2976,33,1
2977,8,1
2978,17,1
2978,23,1
2979,20,1
2979,33,1
2980,12,1
2980,13,1
2980,14,1
2980,23,1
2984,20,1
2985,25,1
2986,1,1
2986,7,1
2986,18,1
2986,62,1
2987,7,1
2987,29,1
2988,15,1
2988,23,1
2988,26,1
2988,52,1
2990,36,1
2991,20,1
2992,20,1
2992,21,1
2992,41,1
2993,20,1
2994,1,1
2995,17,1
2995,20,1
2996,1,1
2996,7,1
2996,20,1
2996,53,1
2998,23,2
2998,32,1
2999,7,1
2999,8,1
2999,20,3
2999,62,1
3000,6,1
3000,10,1
3002,15,1
3003,23,1
3003,27,1
3005,19,1
3005,23,1
3005,24,1
3005,44,1
3007,43,1
3007,57,1
3008,6,1
3009,41,1
3009,43,1
3009,51,1
3009,56,1
3009,57,2
3010,7,1
3010,8,1
3011,20,1
3011,52,1
3012,19,1
3012,23,1
3013,20,2
3013,23,1
3013,26,1
3013,40,1
3013,66,1
3014,23,2
3014,51,1
3015,16,1
3016,33,1
3017,1,1
3018,16,1
3022,20,1
3022,26,1
3022,64,1
3023,6,1
3023,10,1
3024,23,1
3024,39,1
3025,23,1
3026,20,1
3027,1,1
3027,16,1
3027,18,1
3028,20,1
3030,7,1
3030,8,1
3030,20,3
3030,62,1
3031,1,1
3031,18,1
3031,20,1
3031,33,1
3032,16,1
3034,51,1
3035,33,1
3035,46,1
3035,49,1
3035,63,1
3036,23,1
3037,20,1
3038,1,1
3038,10,1
3038,16,1
3039,19,1
3040,23,1
3040,43,1
3040,60,1
3043,20,1
3044,19,1
3044,24,1
3045,6,1
3045,17,1
3046,1,1
3046,20,1
3047,65,1
3048,26,1
3050,23,1
3051,17,1
3051,19,1
3052,16,1
3053,19,2
3053,20,1
3053,52,1
3054,4,1
3054,20,2
3055,1,1
3055,23,1
3056,1,1
3056,39,1
3057,16,1
3058,4,1
3058,19,1
3059,20,1
3059,43,1
3059,57,1
3060,20,1
3060,21,1
3061,6,1
3062,1,1
3062,23,1
3062,41,1
3063,7,1
3063,8,1
3063,20,1
3063,62,1
3064,20,1
3064,52,1
3066,17,1
3066,45,1
3066,51,1
3067,20,1
3067,26,1
3069,1,1
3069,18,1
3070,43,1
3070,57,1
3074,20,1
3075,31,1
3075,60,1
3076,8,1
3076,26,1
3077,21,1
3077,33,1
3078,51,1
3078,57,1
3079,20,1
3080,7,1
3080,17,1
3080,19,1
3080,20,1
3080,23,1
3081,32,1
3082,51,1
3084,24,1
3084,64,1
3085,6,1
3085,10,1
3086,20,1
3086,23,1
3086,24,1
3087,31,1
3088,41,1
3088,64,1
3089,1,1
3089,24,1
3090,17,1
3091,1,2
3091,6,1
3091,18,1
3092,20,1
3092,26,1
3093,17,2
3093,19,1
3094,10,1
3095,9,1
3095,20,1
3095,23,3
3096,52,1
3097,1,1
3097,2,1
3097,6,1
3097,19,1
3098,17,1
3099,20,1
3099,51,1
3100,14,1
3100,21,5
3100,23,1
3103,1,1
3103,18,1
3103,33,1
3104,20,1
3104,22,1
3105,7,1
3105,8,1
3105,20,3
3105,23,1
3105,62,1
3107,20,1
3108,17,1
3108,39,1
3110,8,1
3110,35,1
3111,14,1
3111,60,1
3112,7,1
3113,2,1
3113,20,1
3113,26,1
3115,8,1
3116,20,1
3117,20,1
3118,65,1
3120,1,1
3120,18,1
3120,39,1
3121,19,1
3121,38,1
3122,20,1
3123,14,1
3123,26,1
3123,51,1
3124,1,1
3124,18,1
3124,19,1
3124,20,1
3124,24,1
3125,10,1
3125,19,1
3125,20,1
3125,23,2
3125,39,1
3126,4,1
3126,6,1
3126,20,1
3128,7,1
3128,8,1
3128,20,3
3128,62,1
3131,20,1
3131,24,1
3131,39,1
3132,20,1
3132,43,1
3134,7,1
3134,8,1
3134,20,2
3134,62,1
3135,20,2
3136,1,1
3136,17,1
3136,20,1
3137,6,1
3137,15,1
3139,6,1
3139,10,1
3140,33,1
3140,40,1
3141,20,1
3142,8,1
3142,10,1
3144,43,1
3144,57,1
3146,6,1
3146,10,1
3148,1,1
3148,17,1
3148,18,1
3148,19,1
3148,20,1
3150,6,1
3150,10,1
3152,39,1
3153,6,1
3153,10,1
3154,7,1
3154,26,1
3155,1,1
3155,7,1
3155,10,1
3155,20,1
3157,20,1
3159,16,1
3160,19,1
3160,39,1
3161,19,1
3162,43,1
3162,57,1
3163,7,1
3164,9,1
3164,37,1
3165,19,1
3165,24,1
3166,61,1
3167,20,1
3167,22,1
3167,24,1
3168,19,1
3168,20,1
3170,7,1
3170,8,1
3170,20,4
3170,23,1
3170,62,1
3171,6,1
3171,10,1
3173,1,1
3173,19,1
3173,22,1
3174,33,1
3176,20,1
3177,43,1
3178,6,1
3178,10,1
3179,19,1
3179,22,1
3179,24,1
3180,20,1
3180,21,1
3180,51,1
3180,60,1
3182,1,3
3182,18,1
3182,20,1
3182,39,1
3182,52,1
3183,17,1
3183,19,1
3183,20,1
3184,10,1
3184,16,1
3185,23,1
3186,19,1
3186,52,1
3187,52,1
3188,12,1
3188,14,1
3190,1,1
3190,16,1
3190,17,1
3190,18,1
3190,19,1
3190,52,1
3191,1,1
3191,19,1
3191,22,1
3192,17,1
3192,20,1
3194,19,1
3195,20,1
3195,24,1
3196,17,1
3197,20,1
3199,1,1
3199,17,1
3200,1,1
3200,18,1
3200,20,1
3200,52,1
3202,1,1
3202,20,1
3202,35,1
3202,36,1
3203,6,1
3203,10,1
3204,1,1
3205,15,1
3205,20,2
3205,43,1
3206,17,1
3208,9,1
3209,1,1
3209,18,1
3209,20,1
3210,6,1
3210,10,1
3211,1,1
3212,43,1
3213,16,1
3214,15,1
3214,20,1
3216,20,2
3217,6,1
3217,8,1
3219,52,2
3220,20,1
3220,64,1
3221,8,1
3221,23,1
3221,29,1
3222,31,1
3223,19,1
3224,4,1
3224,19,1
3224,20,1
3224,52,1
3225,1,1
3225,18,1
3225,20,2
3225,52,1
3226,33,1
3227,31,1
3228,19,1
3230,19,1
3231,20,2
3231,26,2
3231,31,1
3231,43,1
3232,1,1
3232,13,1
3232,14,1
3232,23,1
3232,39,1
3233,22,1
3233,41,1
3235,7,2
3235,20,3
3236,17,1
3236,23,1
3238,20,1
3238,23,1
3238,39,1
3238,52,1
3239,33,1
3240,18,1
3241,26,1
3241,51,1
3242,19,1
3242,23,1
3242,52,1
3243,19,1
3243,43,1
3244,20,1
3244,50,1
3245,19,1
3245,20,1
3245,23,1
3245,26,1
3245,27,1
3246,6,1
3246,10,1
3247,1,1
3247,18,1
3247,20,1
3247,31,1
3248,52,1
3249,16,1
3250,51,1
3251,20,1
3253,20,1
3253,23,1
3253,26,1
3254,17,1
3254,58,1
3256,61,1
3257,17,1
3257,46,1
3257,60,1
3257,63,1
3258,51,1
3259,21,1
3259,23,1
3259,33,1
3259,34,1
3260,19,1
3260,52,1
3261,15,1
3262,14,1
3262,20,1
3263,20,1
3265,8,1
3266,64,1
3267,6,1
3268,1,2
3268,6,1
3268,9,1
3268,19,1
3269,12,1
3269,51,1
3270,17,1
3271,20,1
3271,46,1
3271,54,1
3271,63,1
3272,19,1
3272,24,1
3273,7,1
3273,8,1
3273,21,2
3274,20,1
3274,35,1
3275,16,1
3275,20,1
3275,46,1
3275,63,1
3277,20,1
3278,20,1
3278,43,1
3280,20,1
3280,23,1
3281,16,1
3281,23,1
3281,56,1
3282,44,1
3282,62,1
3283,1,1
3283,20,1
3285,15,1
3285,20,1
3286,19,1
3288,20,2
3289,20,2
3290,19,1
3290,20,2
3290,26,1
3291,7,1
3292,20,1
3292,23,1
3293,1,1
3293,19,1
3293,22,1
3294,20,1
3295,19,1
3295,23,2
3296,38,1
3297,24,1
3297,64,1
3299,4,1
3299,35,1
3300,19,1
3300,38,1
3301,23,1
3301,26,1
3302,6,1
3302,26,1
3304,33,1
3305,7,1
3305,8,1
3305,20,2
3306,1,2
3306,18,1
3306,20,1
3307,23,1
3308,35,1
3309,17,1
3309,19,1
3309,47,1
3310,20,1
3310,23,1
3312,19,1
3313,17,1
3313,23,1
3313,51,1
3313,60,1
3315,19,1
3316,19,1
3316,23,1
3316,52,1
3317,1,1
3317,17,1
3317,24,2
3318,35,1
3318,37,1
3319,20,1
3319,44,1
3319,62,1
3320,35,1
3321,1,2
3321,18,1
3321,20,1
3321,38,1
3323,19,1
3323,20,1
3323,23,1
3323,52,1
3324,26,1
3325,1,1
3325,18,1
3325,19,1
3325,20,1
3325,22,1
3325,51,1
3326,22,1
3327,16,1
3328,20,1
3328,51,1
3329,7,1
3329,8,1
3329,20,3
3329,62,1
3330,43,1
3331,19,1
3331,23,1
3331,52,1
3332,60,1
3333,33,1
3334,40,1
3334,51,1
3335,20,1
3336,1,1
3336,10,1
3336,40,1
3337,1,1
3337,20,1
3338,7,1
3339,57,1
3340,1,1
3340,18,1
3340,33,1
3342,7,1
3342,8,1
3342,20,2
3342,62,1
3343,1,1
3343,18,1
3343,19,1
3343,35,1
3343,44,1
3344,1,1
3344,19,1
3344,20,1
3345,1,1
3345,19,1
3346,6,1
3346,24,1
3346,26,1
3346,64,1
3347,23,1
3347,26,1
3348,10,1
3348,14,1
3348,61,1
3349,11,1
3349,23,1
3349,60,1
3350,17,1
3352,18,1
3352,20,2
3352,52,1
3353,16,1
3354,20,1
3355,1,1
3358,17,1
3358,19,1
3358,20,1
3358,26,1
3359,20,1
3359,23,2
3359,30,1
3359,31,1
3360,16,1
3362,1,1
3362,4,1
3362,35,1
3363,6,1
3363,17,1
3363,43,1
3364,21,2
3366,16,1
3366,20,1
3367,17,1
3367,19,1
3367,20,1
3368,16,1
3370,18,1
3370,20,1
3370,23,1
3370,26,1
3370,31,1
3372,26,1
3373,17,1
3373,20,1
3373,64,1
3374,23,1
3374,35,1
3374,46,1
3374,63,1
3375,23,2
3377,33,1
3378,1,1
3378,16,1
3378,17,1
3378,23,1
3379,20,1
3380,9,1
3380,19,1
3380,20,1
3380,26,1
3381,20,1
3381,24,1
3381,64,1
3382,1,1
3382,18,1
3382,19,1
3382,20,1
3382,24,1
3383,17,1
3384,1,1
3384,33,1
3385,23,5
3385,54,1
3386,20,2
3387,23,1
3387,39,1
3388,1,1
3388,18,1
3388,20,1
3389,23,1
3391,6,1
3391,10,1
3392,19,1
3392,26,1
3393,1,1
3394,16,1
3394,54,1
3395,2,1
3395,6,1
3396,17,1
3397,1,1
3397,18,1
3398,16,1
3398,31,1
3401,20,1
3401,52,1
3402,17,1
3402,18,1
3403,22,1
3403,32,1
3404,20,1
3405,14,1
3405,23,1
3405,61,1
3406,1,1
3406,18,1
3406,20,2
3406,26,2
3406,52,4
3407,20,1
3407,59,1
3408,18,1
3408,20,2
3408,52,1
3409,20,2
3409,27,1
3410,39,1
3411,1,2
3411,18,1
3411,19,1
3411,20,2
3411,24,1
3412,1,1
3413,1,1
3413,19,1
3413,20,1
3415,4,1
3417,9,1
3417,20,1
3417,33,1
3418,24,1
3418,26,1
3419,20,1
3419,26,1
3420,20,1
3421,19,1
3422,19,1
3422,26,1
3423,26,1
3423,52,1
3424,7,1
3424,20,1
3424,29,1
3425,20,1
3425,39,1
3426,16,1
3426,20,1
3427,19,1
3427,20,2
3428,20,1
3428,51,1
3431,1,1
3432,6,1
3432,20,2
3433,23,1
3433,38,1
3435,39,1
3436,18,1
3436,20,1
3437,20,1
3437,33,1
3437,49,1
3438,19,1
3440,20,1
3442,7,1
3442,20,1
3443,17,1
3445,6,1
3445,10,1
3446,1,1
3446,17,1
3446,18,1
3446,19,1
3446,20,1
3446,39,1
3447,6,1
3447,19,1
3448,12,1
3448,17,1
3449,20,1
3450,19,2
3450,20,1
3450,24,1
3451,6,1
3451,10,1
3452,38,1
3453,20,1
3455,17,1
3456,23,1
3457,6,1
3457,20,1
3458,21,1
3458,24,1
3458,64,1
3459,7,1
3459,8,1
3459,20,3
3459,62,1
3460,7,1
3460,8,1
3460,20,3
3460,62,1
3461,6,1
3461,17,1
3462,61,1
3463,31,1
3464,7,1
3464,8,1
3464,20,3
3464,23,1
3464,62,1
3465,20,2
3466,20,2
3466,23,1
3467,20,1
3467,38,1
3468,20,1
3469,43,1
3469,57,1
3470,20,1
3471,20,1
3471,22,1
3472,20,2
3472,41,1
3473,7,1
3473,22,1
3474,1,1
3474,19,1
3474,52,1
3475,23,1
3476,17,1
3476,20,1
3476,26,1
3476,57,1
3476,64,1
3477,19,1
3478,1,1
3479,19,1
3480,16,1
3480,20,2
3481,16,1
3482,17,1
3482,43,1
3482,64,1
3483,52,1
3484,22,1
3484,32,1
3485,20,2
3485,23,1
3486,19,1
3488,19,1
3488,23,1
3489,20,2
3489,43,1
3489,57,1
3491,20,1
3492,6,1
3493,1,1
3493,20,1
3494,1,1
3495,24,1
3496,17,1
3496,64,1
3497,20,1
3497,26,1
3498,19,1
3498,31,1
3499,12,1
3499,14,1
3500,33,1
3500,34,1
3501,18,1
3501,20,1
3501,23,2
3502,4,1
3502,19,1
3502,33,1
3502,46,1
3502,63,1
3503,7,1
3503,8,1
3503,20,2
3503,62,1
3504,7,1
3504,8,1
3504,62,1
3505,17,1
3505,29,1
3506,26,1
